scene_id,content_id,content_type,program_name,content_name,description,scene_start_ts,scene_end_ts,llm_version,is_active,content_ratings,ci_content_id,program_id,primary_genre,content_tags,iab_tier1_list,iab_tier2_list,iab_tier3_list,genre_list,sentiment_list,cast_list,garm_all_labels,garm_adult_content,garm_arms_ammunition,garm_crime,garm_death_injury,garm_drugs_tobacco,garm_hate_speech,garm_obscenity,garm_online_piracy,garm_sensitive_social,garm_spam,garm_terrorism,_created_at
ef221103-b891-4999-87dc-a54a55341b11,499410,MOVIE,Burnt,Burnt,"The video shows scenes of people dining in a restaurant, a chef preparing dishes in a kitchen, and a nighttime cityscape, creating a relaxed and sophisticated atmosphere centered around food and social interaction.",5558.886298170025,5579.949005107119,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Food & Drink""]","[""Bars & Restaurants""]",[],[],"[""Anticipation"",""Trust""]","[""Bradley Cooper""]","[""Graphic Violence""]",null,null,null,detected,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
9c445b95-c697-4b76-b8e2-505f85a30872,499410,MOVIE,Burnt,Burnt,"The clip shows a tense interaction in a restaurant kitchen where a man in a suit expresses frustration and anger, possibly towards the chef, amidst a backdrop of food preparation.",899.4818570403269,918.000355812742,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Anger""]",[],"[""Violence""]",null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
421eab00-46a5-4639-b9a5-f0ca968fa052,499410,MOVIE,Burnt,Burnt,"The video depicts chefs in a professional kitchen, with one chef smiling and interacting with others, followed by close-up shots of a marble on a countertop, suggesting a calm and focused culinary setting.",4577.280738240317,4590.783486981932,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Food & Drink"",""Attractions""]","[""Cooking"",""Bars & Restaurants""]",[],[],"[""Trust"",""Joy"",""Anticipation""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
30450958-a939-4406-8493-2ea4be50f458,499410,MOVIE,Burnt,Burnt,"In a professional kitchen, a chef reprimands another for not measuring potato slices correctly, creating a tense and serious atmosphere among the kitchen staff as they discuss cooking details.",2017.3902412679017,2039.245406485797,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]",[],[],[],"[""Trust""]","[""Bradley Cooper""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
7047eade-3001-496b-98c3-857c3a485047,499410,MOVIE,Burnt,Burnt,"A man and a woman engage in a serious and emotional conversation indoors, discussing a deceased person and upcoming plans, creating a somber and reflective mood.",5158.2360747289895,5178.00582341846,gpt-4.1-mini,true,R,499410,499410,Drama,null,[],[],[],"[""Drama""]","[""Sadness"",""Trust"",""Anticipation""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
f409b7a3-e2b4-4131-a9f3-865a5b46e913,499410,MOVIE,Burnt,Burnt,"A man is having his arm examined by a woman wearing gloves in a calm, indoor setting while they engage in a friendly conversation about personal relationships and ambitions related to a restaurant's success.",3158.1130823164476,3189.352621912256,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Medical Health"",""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Joy"",""Anticipation"",""Trust""]","[""Bradley Cooper"",""Emma Thompson""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
10746e6c-bfc3-4fc3-b288-7bf9b05beafe,499410,MOVIE,Burnt,Burnt,"The video shows a morning routine involving a kitchen and office setting, with people preparing food and interacting in a calm, professional environment, including shots of a bridge and urban river scene.",5519.138259138242,5538.5743411831645,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Trust"",""Joy"",""Informative""]","[""Bradley Cooper""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
c0dc373e-0b0d-474d-9fe2-d41465dbe13e,499410,MOVIE,Burnt,Burnt,"Two chefs are working together in a professional kitchen, preparing a dish while discussing the sauce consistency with a mix of frustration and collaboration.",3682.470214223662,3695.650046683309,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Business and Finance"",""Food & Drink""]","[""Business"",""Cooking""]",[],[],"[""Trust""]","[""Bradley Cooper"",""Sienna Miller""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
5f39e039-70a6-456f-87fa-f672c0b0cdbb,499410,MOVIE,Burnt,Burnt,"A man in a suit is shown in a dimly lit room, preparing for a restaurant relaunch event while discussing a tense invitation from someone who dislikes him, creating a mood of conflict and anticipation.",3579.7843043640087,3614.652468719277,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Anticipation""]",[],"[""Violence""]",null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
ea4ffdb5-850e-4363-b08f-20305ef3c959,499410,MOVIE,Burnt,Burnt,"A man in a suit discusses past troubles involving a restaurant closure, rumors, and personal accusations, while expressing determination to reopen and achieve success, set in an indoor environment with a serious and reflective mood.",240.0314424217324,254.04544149274926,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Careers""]","[""Bars & Restaurants""]",[],[],"[""Anticipation"",""Sadness""]",[],"[""Violence""]",null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
c6ff9b35-d5f6-41cd-9953-b70bba09ee59,499410,MOVIE,Burnt,Burnt,"A serious and intimate conversation between a man and a woman in a formal setting, where the woman mentions overcoming a challenge with help from a clinic and the man talks about a family legacy involving knives, creating a mood of reflection and emotional connection.",3816.2705386874186,3836.165412368594,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Education""]","[""Adult Education""]",[],"[""Drama""]","[""Trust"",""Anticipation"",""Sadness""]",[],"[""Drugs & Tobacco Paraphernalia & Use""]",null,null,null,null,detected,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
03cc9131-4914-45c2-b44b-6e083a62104c,499410,MOVIE,Burnt,Burnt,"A man in a suit expresses frustration about the city while interacting with a chef in a kitchen setting; the mood is tense and contemplative, with a focus on a newspaper article and the man's emotional response.",1797.1285475356397,1817.0234212168152,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]",[],[],[],"[""Sadness"",""Trust""]",[],"[""Harassment""]",null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
edcf6c48-1fbe-436b-a5c2-61c3b662c892,499410,MOVIE,Burnt,Burnt,"Two chefs in a dimly lit kitchen share a quiet, intimate moment as one tastes a dish prepared by the other, while mentioning a daughter's upcoming birthday, creating a warm and personal atmosphere.",3018.8072582176487,3039.4945901796264,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Food & Drink"",""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Anticipation"",""Joy"",""Trust""]","[""Bradley Cooper""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
efb6eb6e-3817-4290-b021-756034d6885f,499410,MOVIE,Burnt,Burnt,"The video clip shows a group of people in a professional kitchen preparing and serving food in a calm and orderly manner, creating a cooperative and comfortable environment.",3298.086239704342,3318.6901550051825,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Food & Drink""]","[""Bars & Restaurants""]",[],[],"[""Joy"",""Trust""]","[""Sienna Miller""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
f410a063-9219-4c2c-b3c2-0bf12e7a2ec7,499410,MOVIE,Burnt,Burnt,"A man in a chef's outfit confidently talks about baking great cakes while serving a slice to a young girl in a bright, elegant dining setting, creating a warm and trusting atmosphere.",3458.413062409666,3477.4320611489034,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Food & Drink""]","[""Bars & Restaurants"",""Dining Out"",""Cooking""]",[],[],"[""Joy"",""Trust""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
a455598e-c673-4d2f-adc2-956c12617e0a,499410,MOVIE,Burnt,Burnt,"A person in a denim jacket is seen picking up plastic bags in a dimly lit urban alley, with a subtitle referencing an event happening twice weekly in Paris, creating a somber and reflective mood.",4238.275427379527,4245.574385229015,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""War and Conflicts""]",[],[],[],"[""Sadness"",""Informative""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
55a7e43a-f381-49a5-b6d8-53c9032d3fe3,499410,MOVIE,Burnt,Burnt,"Two men are engaged in a serious conversation in a workshop or garage setting, with one appearing slightly irritated and the other disappointed, suggesting a tense or difficult discussion.",1438.5620296382228,1451.5333204450271,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Technology & Computing"",""Business and Finance""]","[""Industries""]","[""Automotive Industry""]",[],"[""Sadness""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
217c40d9-eb7f-49f6-8648-f7aed846f51d,499410,MOVIE,Burnt,Burnt,"Two chefs in a dimly lit kitchen discuss scheduling conflicts, with one expressing frustration about not being able to take a day off to throw a party, creating a tense and serious mood.",3039.5362985101947,3059.222630538528,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Style & Fashion""]","[""Bars & Restaurants""]",[],[],"[""Trust"",""Sadness""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
7bf02a67-3443-4ccc-93ec-5a688797cd8e,499410,MOVIE,Burnt,Burnt,"The clip shows a group of chefs in a professional kitchen engaged in a tense discussion, with one chef holding a spice in his hand, suggesting a moment of focus and possible conflict or decision-making in a culinary setting.",4538.658824133883,4556.343156294928,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Trust"",""Anticipation""]","[""Sienna Miller""]","[""Graphic Violence""]",null,null,null,detected,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
137753c0-c8e3-410e-abcb-4c2361bbf8c5,499410,MOVIE,Burnt,Burnt,"A woman in a chef's uniform is gently treating a man's back injury in a softly lit room, showing care and concern, while the dialogue references debt repayment and communication with a third party, creating an intimate and supportive atmosphere.",5377.747018511019,5399.894142042893,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Automotive"",""Medical Health""]","[""Auto Repair"",""Diseases and Conditions""]","[""Mental Health""]",[],"[""Sadness"",""Trust""]","[""Sienna Miller""]","[""Graphic Violence""]",null,null,null,detected,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
b6c88eba-1f38-413b-83f2-36ed73b699ab,499410,MOVIE,Burnt,Burnt,"The clip shows a tense interaction in a modern indoor space, likely a restaurant or kitchen, where a man commands others to leave while another person reacts dramatically, creating a mood of confrontation and curiosity.",4698.36002188068,4716.75339566139,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]","[""Bars & Restaurants"",""Theater Venues""]",[],[],"[""Surprise"",""Joy""]","[""Bradley Cooper""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
dfe4c401-6b69-4b53-85a8-95a72d688470,499410,MOVIE,Burnt,Burnt,"The clip shows a close interaction between two people, likely chefs, in a kitchen environment where they discuss preparing a sauce, conveying a mood of focused collaboration and familial comfort.",5457.5350548885635,5478.26409518111,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Food & Drink"",""Attractions""]","[""Cooking""]",[],[],"[""Trust"",""Anticipation""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
c7996f44-762e-4251-b9e3-7f2d0f44504b,499410,MOVIE,Burnt,Burnt,"A man in a suit is seen in a dimly lit, formal room, appearing concerned and contemplative as he moves around, possibly after a shower, in a tense or reflective mood.",3554.8010143534757,3579.7425960334403,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Business and Finance"",""Style & Fashion""]","[""Business""]",[],[],"[""Sadness"",""Anticipation""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
77ad2e00-42e5-40e1-82f3-55ffa63ccba9,499410,MOVIE,Burnt,Burnt,"A chef in a professional kitchen is meticulously plating dishes, demonstrating concentration and skill in a culinary setting with a calm and focused atmosphere.",5070.398330551723,5079.449038285088,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Food & Drink""]","[""Cooking"",""Bars & Restaurants""]",[],[],"[""Trust"",""Anticipation"",""Joy""]","[""Sienna Miller""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
ab5d9085-5eeb-40eb-83b2-c74d191a10a7,499410,MOVIE,Burnt,Burnt,"A man stands alone on a bridge at night overlooking a city river, contemplatively looking at a notebook with numbers, suggesting a reflective or somber mood in an urban nighttime setting.",4615.026777404812,4636.715109300433,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Travel""]",[],[],[],"[""Transitional"",""Anticipation"",""Sadness""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
acaa3d16-0727-43f9-853f-2e943324f213,499410,MOVIE,Burnt,Burnt,"The clip features a conversation between two people at a street food stall, discussing restaurant reviews and a return to traditional cooking styles, with a mood of determination and a casual urban environment.",835.2510279648328,859.2750263722903,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions"",""Food & Drink""]","[""Bars & Restaurants"",""Cooking""]",[],[],"[""Anticipation"",""Trust""]","[""Bradley Cooper""]","[""Violence"",""Harassment/threatening"",""Harassment""]",null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
080c6996-7237-4bc9-822b-47b84f65e4bb,499410,MOVIE,Burnt,Burnt,"The clip shows a formal restaurant scene where well-dressed individuals engage in conversation and dining, creating a composed and professional atmosphere.",5579.990713437687,5598.30067055726,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Anticipation"",""Trust""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
8bb8128d-8178-4acc-bdf3-2da298c205db,499410,MOVIE,Burnt,Burnt,"The clip depicts a tense and chaotic kitchen environment where chefs and staff are under pressure, showing frustration and urgency as they prepare and serve food amidst stressful interactions.",4339.960337305537,4358.27029442511,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Automotive"",""Attractions""]","[""Auto Repair"",""Bars & Restaurants""]",[],[],"[""Anger"",""Anticipation""]","[""Bradley Cooper""]","[""Harassment"",""Graphic Violence""]",null,null,null,detected,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
4a616f5e-99f2-4d9e-b484-7cec73e76223,499410,MOVIE,Burnt,Burnt,"Two people dressed in chef uniforms are interacting in a kitchen; one asks the other about having a nice dress for a party, showing a casual and cooperative mood in a professional culinary environment.",3695.6917550138774,3718.2142535208686,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Style & Fashion"",""Attractions""]",[],[],[],"[""Trust"",""Anticipation""]","[""Sienna Miller"",""Bradley Cooper""]",[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
126496ef-f2b6-444e-9971-d708fdb17d6f,499410,MOVIE,Burnt,Burnt,"A man in a suit stands in a dimly lit, modern room, appearing contemplative or focused, creating a tense and serious mood.",3614.694177049845,3619.6157600569286,gpt-4.1-mini,true,R,499410,499410,Drama,null,[],[],[],"[""Drama""]","[""Anticipation""]",[],"[""Non-Explicit Nudity of Intimate parts and Kissing""]",detected,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
c34aaee8-5afc-4230-bcab-674bd2c99934,499410,MOVIE,Burnt,Burnt,"The clip shows a man in a workshop or garage setting, handling tools and reflecting on a personal challenge or penance, with a somber and hopeful mood conveyed through dim lighting and introspective dialogue.",116.49136727782773,138.6801991402711,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Technology & Computing"",""Business and Finance"",""Automotive""]","[""Business"",""Auto Repair""]",[],[],"[""Sadness"",""Anticipation""]",[],[],null,null,null,null,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
9a550d82-d01c-4341-bc6b-e81cbabc96d4,499410,MOVIE,Burnt,Burnt,"The clip depicts a lively restaurant or food stall environment where people are preparing and serving food, including close-ups of meat being seasoned, grilled, and sliced, with customers waiting in line and engaging with staff in a warm, casual setting.",559.6423795681677,579.2870032659324,gpt-4.1-mini,true,R,499410,499410,Drama,null,"[""Food & Drink"",""Attractions""]","[""Bars & Restaurants""]",[],[],"[""Trust"",""Anticipation"",""Joy""]","[""Bradley Cooper""]","[""Graphic Violence""]",null,null,null,detected,null,null,null,null,null,null,null,2026-04-22T15:47:15.158Z
